text,label
"Mitch McConnell rejected yet another bipartisan COVID relief deal.

Families are struggling to pay rent and put food on the table. They can't wait any longer for relief.

We have to replace our self-serving Senators — and take back the Senate.",0
"@CTUSpecialEd @ChiPubSchools @CTULocal1 If they can't tell the truth about a basic piece of negotiation, how can we trust them to truthfully report COVID as it spreads through our schools and communities?",0
"Our daily update is published. States reported 1.7M tests, 90k cases, 69,283 people currently hospitalized with COVID-19, and 2,303 deaths. https://t.co/c07OymUQs5",0
"Suicide figures are up 200% since lockdown. Could 2 friends please copy and re-post this tweet? We’re trying to demonstrate that someone is always listening. 
Call 116 123 (Samaritans UK) 
Call 1-800-273-8255 (USA)",0
"@CaslerNoel @realDonaldTrump I'm headed to the supermarket in Anarchy riddled Queens. I will be armed only with my Covid mask, several green bags and nothing more. Wish me luck, I think it will be brutal.",0
@Alvinthe1st @MysterySolvent How do you know she’s not an asymptomatic Covid carrier spreading virus all over the place? You don’t. Stop making mask wearing political. It’s about saving lives.,0
"Whatever Trump says at CPAC, here's one truth he can't avoid:

If he had simply acted like a semi-normal president, there wouldn't have been 500,000 COVID deaths and 10 million lost jobs.",0
"Exactly @JoeBiden.  Comments from the current occupant of the White House about not leaving are designed to be a distraction from COVID-19 &amp; the economy.

The media should stop covering him and just focus on Biden and the reality of what is happening.
 https://t.co/R9Pw8SobKD",0
"@SoxisG Thinking once this crazy pandemic is over we could all get a bunch of peeps together for a big picnic, with food &amp; games in a park or have a fund raiser to rent a hall or something. That would be a blast!",0
"new rule: if you called covid a hoax, you go straight the fuck to the end of the vaccine line. no exceptions",0
"""Let's understand what this is: Donald Trump has confessed, on tape, to the greatest and most deadly lie in all the long history of the United States bar none.""

@SteveSchmidtSES on Trump downplaying the threat of the coronavirus. #TheReidOut https://t.co/QeZScMGjLM",0
"BREAKING: This new Photo of Trump introducing his young daughter to Jeffrey Epstein, was just uncovered.

Don't you dare RETWEET it!

America or Trump! https://t.co/kTF4UL1Lcp",0
I am not a legal eagle but how does @DrSamPage get federal dollars that are intended to help businesses survive this pandemic &amp; then they make political donations with it. Slap in face to the businesses struggling. I wish someone would come along to lock him up where he belongs https://t.co/FIMgXlzFII,0
"I was told today that I should tone down my sense of outrage about what's going on in this country.

I'm sorry, but we're nine months into a pandemic, and folks in Congress are preparing to pat themselves on the back over a potential deal to send us $600. Outrage is warranted.",0
BREAKING: David Purdue is quarantining after exposure to COVID-19.,0
"Two debates and 4 years later: 

No denunciation of Putin, Proud Boys, QAnon

No plan for health care, COVID, infrastructure.

No tax returns “under audit”

It’s time to Change The Channel.",0
"The Equalizer stopped production because of COVID...
OR
Because the show sucks...",0
"Answer to question why is the “English” COVID strain in the UK &amp; not the US?

Simple. Because the UK has surveillance testing &amp; the US still doesn’t. 1/",0
"In a different time, COVID would have unified our nation, led us to act to help each other, to care more about community than self. Instead, stupidity, incompetence, selfish narcissism driven by a psychopath revealed what we are. Many don’t even care about half a million deaths.",0
"@realDonaldTrump If you cared so much for them, you wouldn’t hold indoor rallies without masks &amp; we wouldn’t have 200,000 dead right now from Covid. Nobody believes you anymore. Your times up in office. Your prison time is about to begin.",0
Wait until you see what we are uncovering... https://t.co/d9fsRohl9W,0
Experts say no reason to not vaccinate cancer patients against COVID-19 based on current (limited) information. https://t.co/CvyYncoGPK,0
"3) Yes, Senator Mike Lee is also positive. And not only did he attend SCOTUS nomination event at WH, but he also met with Judge Amy Coney Barrett 3 days ago. Barrett is negative but hmmm. #COVID19 #SCOTUS https://t.co/PMBWfQzOMK",0
"Facebook has removed a post from President Trump that downplayed the dangers of the coronavirus pandemic and compared it to the flu, a comparison that medical experts have repeatedly said is unfounded and potentially dangerous. https://t.co/Qp4iuUJHxJ",0
"Experts say Trump had another option: He could have calmly, but accurately, explained to Americans the risks associated with the outbreak and what they could do to lessen the danger. https://t.co/lbQL7uy6u6",0
Does the CDC recommend removing your mask to cough?  https://t.co/8TUQszWyVU,0
"@govkristinoem Since you didn’t protect the rights of native Americans, those vulnerable to Covid19, and children, why are you quoting Regan?",0
"North Dakota hits COVID milestone: 

1 out of every 1,000 residents dead",0
"Coronavirus vaccine makers Pfizer and Moderna have declined invitations to Trump's vaccine summit tomorrow, @levfacher reports. https://t.co/59L2SDaB4R",0
"@ArmyofShadows2 From the CDC in the US.

They are far more open on how this really is an actual live human trial. 

https://t.co/uRTETR05P8 https://t.co/pEyjyCp9XU",0
"I want poor, working-class, and middle-class people to be able to afford #therapy. 

We all need it. We all deserve it. #universalhealthcare #COVID19",0
"BREAKING: the Trump campaign asked that as a condition for the debate tonight, Chris Wallace not mention the number of COVID deaths in the U.S. (well over 200,000). 

#PresidentialDebate2020 #Debates2020",0
"“Ultimately, the post-pandemic transportation system has to reward transit riders, bicyclists and pedestrians with safe, efficient and comfortable ways to travel. That starts with restoring bus and rail service cuts...” 
#SaveTransit #PeoplesTransit https://t.co/WD3AD4aD5M",0
"Fact: 

There is a government account right now with $9 BILLION (yes, BILLION) dollars in it that is allocated for Covid-19 testing.

And Donald Trump won't allow it to be spent.

People are going to die because he doesn't want to the real Covid-19 numbers to be released.",0
"Foreign Affairs Committee Report: Coronavirus Wouldn’t Have Become Pandemic Without China/WHO Coverup
https://t.co/Zlyg7LzKup",0
"Thinking about health care workers who have given it their all during this pandemic, many of whom are once again facing record hospitalizations as coronavirus cases surge. We must all do our part to reduce the spread of this deadly disease.",0
"“On Saturday, attorney Daniel Uhlfelder, who gained notoriety during Florida’s pandemic wave this summer by dressing as the Grim Reaper at beaches and other gatherings, filed a lawsuit in Seminole Circuit Court to try to stop Trump from coming.” https://t.co/0GAv2phGJw",0
"@TaisonBell Try again.  Caring docs don’t tell patients they are going to die, especially when they can still talk and are not I Guns ted with covid.  I don’t trust you as far as I can spit.  Shame on you, Dr. Liar! #Giantslayers https://t.co/m9fvZ1aJJG",0
"Let’s understand, Steven Mnuchin funneled $500B of PPP Covid relief and gave millions to himself, Jared Kushner, Devin Nunes, Tom Brady, Betsy DeVos, Kanye West, $334K to Moscow Mitch’s wife Elaine Chao, Joel Osteen, but $2,000 checks for families in desperate need is too much.",0
"Based on Covid-19 tests and genomes, scientists estimate that B.1.1.7 is doubling in the U.S. every 10 days. It could dominate by March. Public health measures and mass vaccination are crucial right now. Here’s my story for @nytimes https://t.co/xbi6rlDfns",0
"wild how Trump's push to get everyone back to work was met with near universal hostility, and yet Biden's isn't, even as the rate of covid deaths continues to rise.",0
"Biden oversees 40K COVID deaths in 10 days, loses 20M vaccine doses - https://t.co/5Utr95OmdK #OANN https://t.co/UFf8o08owY",0
My brother died in a VA hospital that was such a shitstorm during the first stages of the pandemic that at least two people are facing criminal charges. But I’m so glad the president feels great after a quick trip to Walter Reed and thinks we all have nothing to worry about now. https://t.co/MQQygr8c23,0
"The biggest lesson we’ve learned from #COVID19: more freedom (NOT more government) is the answer.

Thank you @Hillsdale for educating students every day about the importance of freedom and the American constitution. I hope you enjoyed a few days in South Dakota!",1
Two wows from Redfield at the CDC hearing 1. He thinks universal mask use would bring us back to normal before a vaccine. 2. He confirmed CDC funds are being moved to DC to run a messaging campaign they will have no input on.,0
We have passed another grim milestone:  more people in U.S. have died from Covid-19 than were killed in WWII.  Trump and the GOP threw in the white flag long ago.  https://t.co/JcTlOkjFUJ,0
"Call me crazy, but it seems to me that to be a good judge, you need to have good judgment? Participating in a super spreader event that contravenes local DC law and CDC guidance doesn't strike me as good judgment.",0
"“He has divorced his wife, moved in with his girlfriend, had a baby, and almost died. All the while, he helped bring down a prime minister, became one himself, renegotiated Brexit, won a general election, and then saw the country hit by the coronavirus.” https://t.co/BQW0qHdw3n",0
"1/ The context of no context. The headline says: “Where Europe’s Second Wave Is Filling Up Hospitals.” The chart looks scaaaary. (Forget that it’s not population weighted.)

What it doesn’t say: The US has ~900,000 hospital beds, 270 per 100,000 people. Ro patients occupy 4%... https://t.co/vaWA43sWkg",0
Need for food assistance has doubled due to the pandemic. Thank you for your continued support. https://t.co/ypmy1JbMvJ,0
"Update: Ali Erekat, the son of the #SaebErekat, confirms to Al Arabiya that his father’s health condition is still critical but stable and denies earlier reports of the Palestinian official’s death due to coronavirus.

https://t.co/IeF40MvnJS https://t.co/X6j0zSG1wM",0
"TEACHERS &amp; STUDENTS Covid in Quebec🇨🇦—Active #COVID19 cases surged faster in teachers &amp; students than Quebec public. 

📌Pre-holidays, school cases surged faster than general population.

📌Schools closed for holidays—cases plummet

📌Winter break over—school cases rose again. 🧵 https://t.co/rqwOR9A7eV",0
"Russia is interfering in our elections today, at this moment, and hacking research groups working on the covid vaccine. The Kremlin is trolling us. https://t.co/gGjHCNzQxO",0
"Joe Biden's CoroNation.

Corona Nation. Think we cracked the code 🤣 https://t.co/R1020dllJZ",0
"New: US has seen nearly 300,000 excess deaths since late January – and groups with the biggest jumps, percentage-wise, have been adults ages 25-44 &amp; Hispanic people, according to a report published Tuesday by @CDCgov",0
"If you are 65 or older  and would like to get on a list to be informed about vaccine availability, visit: https://t.co/JjxAfNnLa2
#COVID #CovidVaccine @omaha_scanner @OneWorldCHC @CDHCOmaha @NebraskaMed @noiseomaha https://t.co/IQJXUICOsx",0
"COVID-19: WHO drops Wuhan Lab investigation

WHO Dr. Embarek, told reporters that it was ""extremely unlikely"" that the virus emerged as the result of a lab-related incident

Remember when the WHO said the virus wasn't transmissible from human to human...

https://t.co/ENZab0I9Y6",0
"Let’s be honest.

Many Black person will refuse to take this COVID vaccine bc most of us don’t trust that white people or the government mean us any good.

And when that happens, know that the hesitance is not some baseless paranoia. It is completely rational.

Let me explain.",0
@fox12oregon Today marks 211 days that America has sacrificed for the “15 Days to Slow The Spread” COVID campaign.,0
We dropped the ball. We should’ve prosecuted Kathy Griffin for her Trump’s head stunt. We should’ve indicted Andrew Cuomo the minute he funneled COVID patients into nursing homes. We should’ve unleashed the military on rioters over the summer. Playing nice got us nowhere.,0
"Common misinformation is ""I heard COVID is no worse than the flu."" I like to point out that I've gone to a Bronco game at Mike High Stadium, so I can picture how many die of the flu each year in the US. I cannot picture 500,000. That is over six Mike High Stadiums. https://t.co/yizj4otLZl",0
CCWF is the world's largest women's prison and 25% of folks incarcerated there have tested positive for #COVID19. this is deadly and extremely worrying. tell @CACorrections we need urgent releases NOW: https://t.co/rHsWm9M6s7 #StopCCWFOutbreak https://t.co/NhTv76I4Ng,0
Jared Kushner’s Property Management Company Is Trying to Evict Hundreds of Tenants in the Middle of a Pandemic. But #LetThemEatCake https://t.co/PIbjN793Bo,0
"If we can afford a $700 billion defense bill, and nearly $2 trillion in tax giveaways, we can afford to prevent people from starving during a pandemic.",0
"I’ve watched this powerful video numerous times &amp; I still ugly cry every time I see it. 

@Eleven_Films is doing the work to save our democracy. 

They deserve 200K followers. 

Give them a follow &amp; let’s get them there. 

#DemCast https://t.co/cdCOLzzpWu",0
"Pandemic hits #fireworks business hard, 2021 could roll in very quietly.  Same in USA. #ReliefNow
https://t.co/lpVr8xdVhL via @postguam",0
"Undefeated, COVID negative college football team from NY looking for like minded, disciplined team for a date next Saturday... must also be COVID negative!
Twitter, do your thing!",0
"I brought a buddy back to D.C. w/ me. As we return to session this week, I’ll continue to advocate for another bipartisan coronavirus relief bill that includes state &amp; local funding, support for workers &amp; small businesses, &amp; widespread &amp; rapid testing. https://t.co/4T7mWQI6f9",0
"From Trump's rally in Freeland, MI, last night: 

CNN's Jim Acosta: ""Why are you not wearing your mask?""

Rallygoer: ""Because there's no COVID. It's a fake pandemic. Created to destroy the United States of America.""

It gets even worse. https://t.co/4c3KPqbYEO",0
@tomassonip @em_kat30 @charliekirk11 Lets see how Europe has handled the Covid.They didn’t! Covid is out of hand &amp;testing impossible to get &amp;very expensive. Trump did an amazing with Covid. He gave local and state governments all tools unlike other https://t.co/nf0biGe9Ax must be bias or blind not to see it,0
"Trump is down 14 points and his stooge John Cornyn just told THE HOUSTON CHRONICLE that Trump ""let his guard down"" on COVID-19, is ""out over his skis,"" isn't ""exercising self-discipline"" and isn't ""telling the truth."" Are the rats considering jumping ship? https://t.co/HdqCuAeL98",0
"Who agrees President @realDonaldTrump looks better than ever today? 
Post-COVID! https://t.co/lWqEeobnVi",0
"The 100 richest Americans have made more than $300 billion during the COVID-19 crisis.
 
Now, in the middle of a pandemic and economic crisis, Donald Trump wants to give them a $29 billion tax break.
 
Let that sink in.",0
@realDonaldTrump How sweet and bless his covid filled ❤.  He thinks he'll be relevant next year. He's not even relevant now. https://t.co/iV3ULF30an,0
"PSA: Pima County distributed a mass alert today notifying the public that COVID-19 transmission rates are “extremely high” and that area hospitals are at or nearing capacity.  
https://t.co/8zL7hrtAYk",0
Sr Admin Official on outbreak of positive COVID-19 tests among GOP officials: “It seems highly likely this originated at the SCOTUS announcement last week. It may have come from the Hill. The next major concern will be securing Capitol Hill and protecting lawmakers.”,0
"Please please please don't think you can't get COVID-19 twice.

You can. Many do. https://t.co/7QxMDLsz6a",0
"At least 37 transgender and gender-nonconforming people have been killed this year, most of them Black and Brown transgender women. It’s intolerable. This Transgender Day of Remembrance, we honor their lives—and recommit to the work that remains to end this epidemic of violence.",0
“Chronic Covid” is going to be the hottest somatoform disorder of the 2020’s.,0
"Trump's irresponsibility is seemingly endless. 

Making his Secret Service agents drive with a COVID-19 patient, with windows up no less, put them needlessly at risk for infection. 

And for what? A PR stunt.

It's shameful. These agents already risk their lives daily. https://t.co/fyIcbJc6aR",0
Hundreds of private high schools are now suing Michigan Democrat Gov. Gretchen Whitmer for keeping schools closed due to the COVID pandemic.,0
"ALL THE FAKE NEWS MEDIA WANTS TO TALK ABOUT IS COVID, COVID, COVID. ON NOVEMBER 4th, YOU WON’T BE HEARING SO MUCH ABOUT IT ANYMORE. WE ARE ROUNDING THE TURN!!!",1
Coronavirus: Maryland Health officials report 603 new COVID-19 cases. Hospitalizations have increased by 36 and the testing positivity rate is now 3.52%. More of the report is here:  https://t.co/MvhiJw75b8,0
"- Philly truck attack on police

- New COVID wave in Europe

- Cuomo and Whitmer refuse to release nursing home numbers

- Zuckerberg named in Hunter emails 

- Boston Herald endorsed Trump

Stories you won't see on CNN today",0
"And now 17, that’s SEVENTEEN, individuals linked to WH and campaign who have tested positive for covid-19.",0
"Nevermind the mismanagement of the pandemic, high crime, closed schools, and bankrupt finances of Chicago. The powers that be have spent the time and done the hard work necessary to identify 41 problematic monuments around the city, including these: https://t.co/k0lkh5dmDQ",0
"@MamaTriedHoney I’m tired of this shit . Lot of people , corporations, whatever are using this pandemic to gouge people. I’m over it.",0
"How science and expertise squashes partisanship and politics. 

I live in New York City. Everyone follows the guidelines. And there is almost no Covid right now. Coincidence? Of course not. https://t.co/OXwGVNNpQF",0
"As of today, 45,395,734 people around the world have contracted COVID-19 and recovered from it. 

Please RT this news for all to see as the mainstream media will never publish it!",1
"Massive fraud, a pandemic, Big Tech censorship, rioting, and foreign interference in our elections: All for the sake of removing President Trump from office. 

All that effort, not going to work. #Trump2020",0
"A huge part of the presidency is hiring, listening to, and empowering competent people who know how to do things like stamping out pandemics. Joe Biden will do that. Donald Trump can't.",0
"@BarryVictor5 Not from 208 thousand, already dead from COVID 19. THANKS TO YOU KNOW WHO.",0
"As nearly 200 people in @FL_Corrections custody have died, the Department has — outrageously — decided to become LESS transparent in reporting its COVID data. https://t.co/gkQ7y2UJ39",0
"too bad the pandemic wasn't an imaginary immigrant caravan, Trump would have sounded every fucking alarm",0
"It's late. I've had some wine. I am thinking about that 40-something #covid19 patient who told me that he ""can't die like this, I just got engaged &amp; have a 6 month old baby"". I told him he won't. Turns out I lied. And now the tears won't stop.",0
"COVID Nursery Rhymes

Jack and Jill went up the hill
To fetch a pail of water.
Jack fell down because he refused to wear a mask,
And Jill was released on bail.",0
"CNN: So far today, there have been 83,757 daily new coronavirus cases in the United States, per Johns Hopkins University data. This is now the highest single day reporting since the pandemic began.",0
"Chiefs’ C Daniel Kilgore was mid haircut when the barber was notified that he was Covid positive. Kilgore and the barber both were wearing masks. Kilgore has to stay home this week, but has tested negative and can return Saturday, fly with the team and play Sunday, per source. https://t.co/oWfjJX1qIr",0
"We do not tolerate hatred and violence in this country. We certainly should not encourage it. Thank you to @RepGraceMeng &amp; my colleagues for voting to pass H.Res 908 today - rejecting the use of slurs like ""China virus"" and ""Kung flu"" https://t.co/cpWsFYhKH4 https://t.co/tqDGfY1Lmf",0
"""WE ARE NOT A VIRUS"": As hate crimes rise against Asian Americans, members of the #AAPI community share their experiences with racism during the pandemic and why it's important to speak up against hate.

@nguyen_amanda @AndrewYang @evachen212 @charlottejcho @NextShark @BennyLuo https://t.co/ZF5wCEnOER",0
WATCH LIVE: The news briefing comes as congressional Democrats move to push through President Joe Biden’s $1.9 trillion COVID 19 relief bill. https://t.co/Rbvt2fEvSW,0
"3) Right now, we need to #MaskUp and #vote like your life depends on it, because it does. Do it to save the CDC, the FDA, the EPA, to save democracy, to save our communities, to save our kids’ education so they can have school soon again. Godspeed everyone. LFG.",0
"Davos begins. Our @Oxfam inequality paper out now.

Headlines:

⚠We risk seeing biggest rise in inequality *on record*
⚠Top 10 billionaires (men) half a trillion richer since March
⚠Could take decade+ for billions of poorest people to recover from pandemic economic hit

THREAD https://t.co/XuGag2skfr",0
@HaleighHoffman This is actually amazing news.  The government is acting unilaterally to protect every single person from the coronavirus.  @jacindaardern is my hero.,0
"Tonight we reached another dire U.S. coronavirus milestone: For the first time, we recorded 1 million new cases in a single week.

1 out of every 324 people in the country have been identified as positive this week — an average of 145,712 people each day.

https://t.co/74QzWYbn1p https://t.co/empOSxQvzz",0
"Dear Trump rallygoers,

If #Covid_19 is a hoax as many of you have said on camera to journalists, why is Donald Trump having you sign liability waivers that prevent any litigation against him if/when you become infected at one of his campaign events?",0
I’ve recently had several people tell me I should sit this election out and let the “younger” folks vote since I’m at risk for covid. Our local polling place is a few blocks away. They accept paper ballots via a drop box so I won’t have to go in. I’ll proudly vote against trump,0
"As we get jabs into arms, we must not lose sight of the state of the pandemic - which is putting huge pressure on our NHS.

So, please follow the rules and stay home to protect the NHS, and save lives. https://t.co/Uyu3BHcFU5",0
@realjuliasong A doctor visit and a COVID test with chest x-rays without any insurance is less expensive than their ticket fees,0
"To all who have reached out - thank you. Here is my personal experience with COVID-19 :
https://t.co/XUysq0KVaY",0
"CDC: Wear a mask! Social Distance! Get the vaccine!
Me: absolutely!

CDC: don’t eat raw cookie dough
Me: I’ll see you in hell",0
"In the face of the Chinese Communist Party's lies, Chinese citizen journalist Zhang Zhan’s uncensored reports from Wuhan gave the world a much-needed window into the outbreak of COVID-19. She should be celebrated for her courage – not imprisoned for it.",0
Ask yourself. Who profits from COVID-19? Therein lies the motivation,0
JUST IN : Michigan Republicans Call for an investigation into Gov. Gretchen Whitmer over coronavirus deaths at nursing homes,0
I'd rather have COVID than Trump derangement syndrome.,0
"NEW: Multiple White House staff have tested positive for COVID-19 today. The White House press pool was just informed, but Chief of Staff Mark Meadows is not releasing any further information.

This comes less than 24 hours after international leaders met with President Trump.",0
"Taylor Swift donates $13,000 to two mothers facing eviction during pandemic https://t.co/kPJFLL3lJa https://t.co/3P8cIPiWwr",0
"You remember that time a Navy Captain lost his job because he was worried about his crew and the spread of COVID-19

Captain Brett Crozier 

Yep, that was April",0
"A federal judge has ruled that key components of Gov. Tom Wolf’s coronavirus mitigation strategy are unconstitutional, including a statewide limit on how many Pennsylvanians can gather in one place. https://t.co/ZpzediG8j7",0
#BREAKING: South Carolina Senate debate scrapped after Harrison calls for Graham to get COVID test https://t.co/zCus0C8YyX https://t.co/CqeVydvAhe,0
"Dr. Deborah Birx on #Covid19 #disinformation inside the #Trump White House: “I saw the president presenting graphs that I never made” she tells @margbrennan

“Someone inside was creating a parallel set of data and graphics that were shown to the president""

More on @FaceTheNation https://t.co/1TMlIdvnWR",0
"There are now about 7 restaurants in a 15 mile radius of my house in Southern California that are fully open defying the draconian lockdown orders.

Those restaurants have people lined up around the block to eat there!",1
These blanket lockdowns are not grounded in science. These arbitrary rules imposed by callous politicians are destroying lives. It is just wrong for small business owners to have fight so hard to keep their American dream alive. https://t.co/Z8O1m5fpp0,1
"BREAKING:  2,631 Ballots found in  Clayton County in northern Georgia that Dominion Voting Systems DID NOT COUNT.  

1,900 were for Donald Trump

#WarRoomPandemic",0
"Meanwhile, at her event just now @KamalaHarris expressed her sorrow at the loss of over 200,000 souls to COVID &amp; quoted from the Book of Joshua to console a nation facing this terrible pandemic.",0
"Saw Trump camp complaining about NBC questions, so I looked them up:

When did you get sick
Should you wear a mask
Do you believe in herd immunity
Why share a Bin Laden conspiracy
Do you denounce QAnon
Will you accept losing",0
"Yesterday we learned that the steroid treatment Trump is getting—extraordinarily early in his COVID-19 diagnosis—can cause mania and other mental impairments that may threaten national security. Today, we get this (below is just an excerpt) from Trump. Terrifying. #25thAmendment https://t.co/zscFndQxEX",0
@drdavidsamadi The news is saying hospitals don’t have beds due to covid.,0
Coronavirus cases continue to rise every day—overwhelming health care workers who are working tirelessly to protect our communities. Do your part in slowing to spread. Wear a mask.,0
"Louisiana’s newest Republican member of the U.S. House, Luke Letlow, has died from complications related to COVID-19 only days before being sworn into office. He was 41.
https://t.co/LByxWgheaI",0
"Joe Rogan announces “all podcasts are cancelled this week” after producer tests positive for COVID-19. 

More: https://t.co/yh0MI0C5y6 https://t.co/wQRZofvRop",0
"I remember a time when journalists were the ones that broke the stories and uncovered corruption..Now the so-called journalists just sits behind their desk and demand that others provide them with evidence. Instead of doing investigative reporting, they create false narratives.",0
"Ignorant American: ""I won't let COVID stop me from living my best life!"" *goes to crowded party*

Also Ignorant American: *contracts COVID, spreads it to their family, dies*",0
"Coronavirus is very present in MN DOC facilities. These numbers from a spokesperson reflect CURRENT inmate infections:

Faribault-68
Lino Lakes-158
Moose Lake-24
Oak Pk Heights-2
Red Wing-0
Rush City-177
St. Cloud-335
Shakopee-8
Stillwater-136
Togo-0
Willow River-3 

@kstp",0
"COVID-19 is now the top on the job killer of police officers in America with over 100 deaths nationwide, according to the National Law Enforcement Officers Memorial Fund.  https://t.co/sEUottSiaT",0
"#AMERICA_needs_GEORGIA

        #DEMOTE_MITCH
         ** GET RID OF **
#LOEFFLER_and_PERDUE

#VOTE_OSSOFF_WARNOCK
          #VOTE_for_BOTH

#VOTE_Tomorrow_JAN_5
    *POLLS OPEN @ 7am*

#SaveALifeWEARaMASK https://t.co/oziHBwECoL",0
"Never confuse bipartisanship with unconditional surrender.

We will work with reasonable Republicans to provide comprehensive COVID-19 relief. 

That’s bipartisanship.

We will not slash the American Rescue Plan by $1.3 trillion.

That’s unconditional surrender.",0
".@tfarnanlaw: Crimes on the #HardDriveFromHell should absolutely be prosecuted

Special prosecutor should be appointed; evidence is more than reliable, points to @JoeBiden's knowledge &amp; involvement

#WarRoomPandemic @WarRoom2020 #HunterBiden #Bobulinski https://t.co/XDBN1Wq6UC",0
"I hate that the mask vs. no mask is so political. I wear a mask because I care about the safety of myself and others. 

I also enjoy it because the mask + sunglasses is an excellent way to hide my face when I leave my house 😂",0
"A group of some 200 rabbis have called on Israel to provide #COVID19 vaccines to the Palestinians in both the West Bank and Gaza.

Reporting by @jeremysharon | #vaccine

https://t.co/YwNRQrSqde",0
"Saw Trump camp complaining about NBC questions, so I looked them up:

When did you get sick
Should you wear a mask
Do you believe in herd immunity
Why share a Bin Laden conspiracy
Do you denounce QAnon
Will you accept losing",0
"A doc who practices at Cedars-Sinai Medical Center told me a patient said: “If I donate $25,000 to Cedars, would that help me get in line?’”

Wealthy patients are tapping their connections+bank accts to get an early dose of #COVID19 vax, w @laura_nelson  https://t.co/6Gy5Dp9yBP",0
"Proud Boys intend to create havoc tomorrow in D.C. during Electoral votes certification. Do NOT engage #Resisters.  Stay home. Let the National Guard handle them. 
Let them have a taste of what ""Law &amp; Order"" 
truly means......",0
"Talking about the #coronavirus...countries with a #MedicareforAll system like the United Kingdom are facing major backlog in cases, some as long as TWO years for elective surgeries. #PresidentialDebate2020 https://t.co/aDHCen3hnA",0
"Jaime Harrison is DESTROYING you, so now you want to infect him with COVID??? Nuh-uh.

Take the damn test @LindseyGrahamSC or STFU. https://t.co/orXqFG6Ray",0
@BuzzPatterson @JoeBiden CHINA VIRUS,0
"""My job is to focus on Covid relief not the trump trial."" 
~ @POTUS 

Thank you, Mr. President.",0
"I cry for Florida: +2750 new cases a day and 10.5% test positivity rate. But sure, open the damn bars and block all mask rules. #COVID19 https://t.co/IBXgeIMYUz",0
"I’m so ready for his rally tonight 

I bet the crowd goes crazy when he arrives ! 

Trump comes back negative for coronavirus on antigen test, White House doc says via @washtimes  https://t.co/g5NXxFdLEe https://t.co/RwUDbjlo05",0
"This is humiliating for Kentucky. Makes us all look like insensitive assholes. Hillbillies. All of the things they say about us.

Wearing a mask is possibly the kindest thing you can do for someone else during the worst pandemic in a century. It also takes such little effort. Smh https://t.co/DOLD20jUot",0
"We’re in a pandemic where officials need to communicate with the public. Among those we requested for @CNNSotu this morning (and WH declined):

Fauci
Birx
Collins 
Hahn
Redfield 
Azar
Conley
O’Brien
Meadows
Farah 
Mnuchin
Esper
Pompeo
Ratcliffe
Kushner
Ivanka Trump",0
"If you want to argue that Donald Trump has not lied to the American people about the coronavirus, I’m going to politely suggest I am not the one with the evidence problem. https://t.co/WTK123Eyow",0
"Can someone show me one country that sent us foreign aid while we struggle with #Covid? 

Just 1? 

#StimulusBill",0
"My dad has COPD and was just diagnosed with COVID-19. He’s a fluent Lakota speaker, traditional knowledge carrier, and teacher. If you’re the praying type, I’d sincerely appreciate prayers for him.",0
"FIREFIGHTER JOHN EVANS, a 37-year veteran of the Philadelphia Fire Department, has died of COVID. 

https://t.co/KHJlfiGvEb",0
"Over 77K active coronavirus cases in Tennessee; 3,188 new cases reported https://t.co/lY4W0WNbrc",0
"If you had done your job, America's governors wouldn't have been forced to fend for themselves to find tests in the middle of a pandemic, as we successfully did in Maryland.

Stop golfing and concede. https://t.co/tCXO8etxge",0
"New #ImpunityCity post on @realDonaldTrump!

#COVIDdetat! 

https://t.co/yySf1PFgSz",0
"I realize some of you out there are alone for the holidays, many due to the pandemic. You are not forgotten, and this will get better. My heart is with each of you. I hope for all of us this is as Merry of a Christmas as it can possibly be. ❤️🎄❤️",0
"This is really the chart that undermines the central tenet of COVID truther ideology.

Many, many more people are dying than usual, and they have been since the pandemic began.

https://t.co/BQ11PI6gJH https://t.co/dK3oOWz6ur",0
"What's worse is that McConnell won't go out on a limb, or even a sturdy branch, for Americans who are suffering due to the pandemic. This shouldn't be about political gamesmanship. https://t.co/2p7Xylt7EM",0
Dawn Wells RIP. #COVID19 😭 https://t.co/eApqXHnNGd,0
Why do all these places with mandatory masks keep getting spikes in Coronavirus?,1
REPORT: Twitter removes TOP WHITE HOUSE CORONAVIRUS ADVISER Dr. Scott Atlas' tweet claiming masks don't work..,0
I feel like more people should be focusing on why William Barr is in hiding? How many pieces of our democracy is he destroying behind the scenes whilst possibly infected with Coronavirus?,0
"When evaluating the COVID death toll, it's important to understand that all deaths within 30 days of a positive COVID test are considered COVID deaths unless exclusion criteria are met (trauma, suicide). 

Everyone in the hospital or long-term care is tested.",0
"WATCH: While hosting a large house party, Miami University students admit to police they recently tested positive for COVID-19 https://t.co/7LbUJvHSw5 https://t.co/lW3gDqByYj",0
".@realDonaldTrump threatening to fire Dr. #Fauci should be alarming to Americans.🚨I know he’s been wanting to do this for months, even as #covid rages on. The recent exec order targeting the career gov’t service was the 1st step. #VoteHimOut Our safety &amp; security is at stake.",0
"“Residents of nursing homes and other long-term care facilities have comprised nearly half of the deaths from Covid-19.”

These are the 5 governors that required nursing homes to take in Covid-19 patients:

Cuomo (NY)
Whitmer (MI)
Newsom (CA)
Murphy (NJ)
Wolf (PA) https://t.co/W8o6gnn1l2",0
